9, 134217728, 11.663764
9, 134217728, 11.491972
9, 134217728, 11.682271
9, 268435456, 23.979840
9, 268435456, 23.434639
9, 268435456, 23.386866
9, 536870912, 50.040378
9, 536870912, 51.956003
9, 536870912, 52.192099
9, 1073741824, 113.111044
9, 1073741824, 115.369512
9, 1073741824, 113.712302
10, 1048576, 0.100522
10, 1048576, 0.099038
10, 1048576, 0.098499
10, 2097152, 0.199859
10, 2097152, 0.190154
10, 2097152, 0.196779
10, 4194304, 0.377014
10, 4194304, 0.379771
10, 4194304, 0.382466
10, 8388608, 0.742505
10, 8388608, 0.764581
10, 8388608, 0.748937
10, 16777216, 1.487577
10, 16777216, 1.531793
10, 16777216, 1.567221
10, 33554432, 3.036496
10, 33554432, 2.902953
10, 33554432, 2.988940
10, 67108864, 5.882299
10, 67108864, 6.064787
10, 67108864, 5.843287
10, 134217728, 11.623465
10, 134217728, 11.966609
10, 134217728, 11.573429
10, 268435456, 24.032107
10, 268435456, 24.882272
10, 268435456, 25.290060
10, 536870912, 52.995080
10, 536870912, 51.347122
10, 536870912, 51.935458
